class,logits1,logits2,name,path,prob,sum_squares
cat,108.38135528564453,-106.11335754394531,cat.10019.jpg,../train\cat.10019.jpg,0.0,23006.5625
cat,153.56138610839844,-147.80783081054688,cat.1002.jpg,../train\cat.1002.jpg,0.0,45428.25390625
cat,150.42361450195312,-145.7471923828125,cat.10020.jpg,../train\cat.10020.jpg,0.0,43869.5078125
cat,188.95083618164062,-185.77569580078125,cat.10021.jpg,../train\cat.10021.jpg,0.0,70215.03125
cat,75.6031265258789,-70.58171844482422,cat.10022.jpg,../train\cat.10022.jpg,0.0,10697.611328125
cat,134.81906127929688,-131.34080505371094,cat.10023.jpg,../train\cat.10023.jpg,0.0,35426.5859375
cat,72.2636947631836,-69.46908569335938,cat.10024.jpg,../train\cat.10024.jpg,0.0,10047.99609375
cat,-2.393127679824829,3.8859431743621826,cat.10025.jpg,../train\cat.10025.jpg,0.998128354549408,20.827613830566406
cat,124.65418243408203,-124.03765106201172,cat.10026.jpg,../train\cat.10026.jpg,0.0,30924.00390625
cat,123.42462158203125,-120.18831634521484,cat.10027.jpg,../train\cat.10027.jpg,0.0,29678.869140625
cat,156.36563110351562,-153.87867736816406,cat.10028.jpg,../train\cat.10028.jpg,0.0,48128.859375
cat,8.091753959655762,-4.200700759887695,cat.10029.jpg,../train\cat.10029.jpg,4.586197519529378e-06,83.12236785888672
cat,87.52371215820312,-85.9636001586914,cat.1003.jpg,../train\cat.1003.jpg,0.0,15050.140625
cat,103.87137603759766,-103.57721710205078,cat.10030.jpg,../train\cat.10030.jpg,0.0,21517.50390625
cat,119.76789093017578,-117.5902099609375,cat.10031.jpg,../train\cat.10031.jpg,0.0,28171.8046875
cat,121.95382690429688,-120.03104400634766,cat.10032.jpg,../train\cat.10032.jpg,0.0,29280.1875
cat,147.0963592529297,-143.66827392578125,cat.10033.jpg,../train\cat.10033.jpg,0.0,42277.9140625
cat,198.5301513671875,-194.5122528076172,cat.10034.jpg,../train\cat.10034.jpg,0.0,77249.234375
cat,102.89997100830078,-98.17527770996094,cat.10035.jpg,../train\cat.10035.jpg,0.0,20226.7890625
cat,133.59788513183594,-130.5666046142578,cat.10036.jpg,../train\cat.10036.jpg,0.0,34896.03125
cat,14.319620132446289,-12.559499740600586,cat.10037.jpg,../train\cat.10037.jpg,2.1210288300016478e-12,362.79254150390625
cat,231.7439727783203,-226.56590270996094,cat.10038.jpg,../train\cat.10038.jpg,0.0,105037.375
cat,198.2447509765625,-193.02574157714844,cat.10039.jpg,../train\cat.10039.jpg,0.0,76559.921875
cat,115.96663665771484,-116.04440307617188,cat.1004.jpg,../train\cat.1004.jpg,0.0,26914.564453125
cat,145.34242248535156,-142.3331298828125,cat.10040.jpg,../train\cat.10040.jpg,0.0,41383.140625
cat,88.66553497314453,-84.81208038330078,cat.10041.jpg,../train\cat.10041.jpg,0.0,15054.666015625
cat,110.88311767578125,-104.36456298828125,cat.10042.jpg,../train\cat.10042.jpg,0.0,23187.02734375
cat,118.53996276855469,-118.08918762207031,cat.10043.jpg,../train\cat.10043.jpg,0.0,27996.779296875
cat,107.91646575927734,-104.09071350097656,cat.10044.jpg,../train\cat.10044.jpg,0.0,22480.83984375
cat,131.14793395996094,-129.03634643554688,cat.10045.jpg,../train\cat.10045.jpg,0.0,33850.16015625
cat,144.28929138183594,-141.83372497558594,cat.10046.jpg,../train\cat.10046.jpg,0.0,40936.203125
cat,128.01060485839844,-127.82362365722656,cat.10047.jpg,../train\cat.10047.jpg,0.0,32725.59375
cat,76.74702453613281,-75.85511016845703,cat.10048.jpg,../train\cat.10048.jpg,0.0,11644.103515625
cat,161.92637634277344,-157.47166442871094,cat.10049.jpg,../train\cat.10049.jpg,0.0,51017.4765625
cat,203.32188415527344,-202.64700317382812,cat.1005.jpg,../train\cat.1005.jpg,0.0,82405.59375
cat,117.26197814941406,-113.67835235595703,cat.10050.jpg,../train\cat.10050.jpg,0.0,26673.138671875
cat,92.60668182373047,-88.63408660888672,cat.10051.jpg,../train\cat.10051.jpg,0.0,16431.998046875
cat,163.28134155273438,-159.65541076660156,cat.10052.jpg,../train\cat.10052.jpg,0.0,52150.6484375
cat,151.11024475097656,-146.85317993164062,cat.10053.jpg,../train\cat.10053.jpg,0.0,44400.1640625
cat,179.32489013671875,-173.69674682617188,cat.10054.jpg,../train\cat.10054.jpg,0.0,62327.9765625
cat,143.7028045654297,-140.82701110839844,cat.10055.jpg,../train\cat.10055.jpg,0.0,40482.7421875
cat,140.97227478027344,-136.22784423828125,cat.10056.jpg,../train\cat.10056.jpg,0.0,38431.20703125
cat,138.2029571533203,-134.27503967285156,cat.10057.jpg,../train\cat.10057.jpg,0.0,37129.84375
cat,116.71732330322266,-117.56234741210938,cat.10058.jpg,../train\cat.10058.jpg,0.0,27443.83984375
cat,120.12186431884766,-116.1583480834961,cat.10059.jpg,../train\cat.10059.jpg,0.0,27922.0234375
cat,102.63272094726562,-102.19610595703125,cat.1006.jpg,../train\cat.1006.jpg,0.0,20977.51953125
cat,220.52894592285156,-218.44357299804688,cat.10060.jpg,../train\cat.10060.jpg,0.0,96350.609375
cat,116.68043518066406,-109.88156127929688,cat.10061.jpg,../train\cat.10061.jpg,0.0,25688.28125
cat,145.06044006347656,-140.1466522216797,cat.10062.jpg,../train\cat.10062.jpg,0.0,40683.6171875
cat,176.67013549804688,-171.54603576660156,cat.10063.jpg,../train\cat.10063.jpg,0.0,60640.37890625
cat,213.4140625,-208.8627166748047,cat.10064.jpg,../train\cat.10064.jpg,0.0,89169.1953125
cat,25.625293731689453,-25.08661460876465,cat.10065.jpg,../train\cat.10065.jpg,9.464525948900996e-23,1285.993896484375
cat,144.23085021972656,-138.86590576171875,cat.10066.jpg,../train\cat.10066.jpg,0.0,40086.28125
cat,184.4549560546875,-184.78431701660156,cat.10067.jpg,../train\cat.10067.jpg,0.0,68168.875
cat,130.974853515625,-126.0135726928711,cat.10068.jpg,../train\cat.10068.jpg,0.0,33033.83203125
cat,123.53286743164062,-121.54322052001953,cat.10069.jpg,../train\cat.10069.jpg,0.0,30033.125
cat,182.82229614257812,-176.40457153320312,cat.1007.jpg,../train\cat.1007.jpg,0.0,64542.5625
cat,171.3427276611328,-172.07638549804688,cat.10070.jpg,../train\cat.10070.jpg,0.0,58968.61328125
cat,126.92430114746094,-124.99945068359375,cat.10071.jpg,../train\cat.10071.jpg,0.0,31734.640625
cat,205.09263610839844,-202.23388671875,cat.10072.jpg,../train\cat.10072.jpg,0.0,82961.53125
cat,211.21237182617188,-209.64382934570312,cat.10073.jpg,../train\cat.10073.jpg,0.0,88561.203125
cat,110.5948257446289,-106.65211486816406,cat.10074.jpg,../train\cat.10074.jpg,0.0,23605.890625
cat,138.26168823242188,-136.6710968017578,cat.10075.jpg,../train\cat.10075.jpg,0.0,37795.28125
cat,148.4833221435547,-143.02757263183594,cat.10076.jpg,../train\cat.10076.jpg,0.0,42504.18359375
cat,175.97853088378906,-170.42027282714844,cat.10077.jpg,../train\cat.10077.jpg,0.0,60011.515625
cat,56.76803970336914,-58.22383499145508,cat.10078.jpg,../train\cat.10078.jpg,0.0,6612.625
cat,47.53018569946289,-45.667381286621094,cat.10079.jpg,../train\cat.10079.jpg,0.0,4344.62841796875
cat,94.66426086425781,-91.1724853515625,cat.1008.jpg,../train\cat.1008.jpg,0.0,17273.744140625
cat,191.86370849609375,-187.9403076171875,cat.10080.jpg,../train\cat.10080.jpg,0.0,72133.2421875
cat,132.74093627929688,-131.7592315673828,cat.10081.jpg,../train\cat.10081.jpg,0.0,34980.6484375
cat,227.35609436035156,-220.38768005371094,cat.10082.jpg,../train\cat.10082.jpg,0.0,100261.5234375
cat,170.84979248046875,-165.4778289794922,cat.10083.jpg,../train\cat.10083.jpg,0.0,56572.5625
cat,181.4598846435547,-173.92141723632812,cat.10084.jpg,../train\cat.10084.jpg,0.0,63176.3515625
cat,185.202392578125,-183.82749938964844,cat.10085.jpg,../train\cat.10085.jpg,0.0,68092.4765625
cat,196.33209228515625,-191.6798095703125,cat.10086.jpg,../train\cat.10086.jpg,0.0,75287.4375
cat,175.21751403808594,-174.07180786132812,cat.10087.jpg,../train\cat.10087.jpg,0.0,61002.171875
cat,172.59774780273438,-168.70372009277344,cat.10088.jpg,../train\cat.10088.jpg,0.0,58250.9296875
cat,68.94071960449219,-67.17256164550781,cat.10089.jpg,../train\cat.10089.jpg,0.0,9264.9755859375
cat,143.7589111328125,-138.6454315185547,cat.1009.jpg,../train\cat.1009.jpg,0.0,39889.1796875
cat,19.598705291748047,-15.9214506149292,cat.10090.jpg,../train\cat.10090.jpg,3.747933650258495e-16,637.601806640625
cat,142.28533935546875,-140.03509521484375,cat.10091.jpg,../train\cat.10091.jpg,0.0,39854.9453125
cat,90.29727172851562,-89.88752746582031,cat.10092.jpg,../train\cat.10092.jpg,0.0,16233.365234375
cat,147.5613555908203,-144.6136932373047,cat.10093.jpg,../train\cat.10093.jpg,0.0,42687.4765625
cat,65.67514038085938,-60.953224182128906,cat.10094.jpg,../train\cat.10094.jpg,0.0,8028.51953125
cat,160.83059692382812,-154.1504364013672,cat.10095.jpg,../train\cat.10095.jpg,0.0,49628.8359375
cat,116.42394256591797,-113.93336486816406,cat.10096.jpg,../train\cat.10096.jpg,0.0,26535.345703125
cat,170.87490844726562,-167.31187438964844,cat.10097.jpg,../train\cat.10097.jpg,0.0,57191.5
cat,44.87362289428711,-41.92356491088867,cat.10098.jpg,../train\cat.10098.jpg,2.0158596259806626e-38,3771.2275390625
cat,42.927188873291016,-40.46480941772461,cat.10099.jpg,../train\cat.10099.jpg,6.071769745565351e-37,3480.144287109375
cat,166.34487915039062,-165.89210510253906,cat.101.jpg,../train\cat.101.jpg,0.0,55190.8125
cat,150.0574951171875,-146.20472717285156,cat.1010.jpg,../train\cat.1010.jpg,0.0,43893.07421875
cat,163.6739044189453,-159.6104278564453,cat.10100.jpg,../train\cat.10100.jpg,0.0,52264.6328125
cat,165.25869750976562,-163.3766632080078,cat.10101.jpg,../train\cat.10101.jpg,0.0,54002.37109375
cat,58.964393615722656,-60.335105895996094,cat.10102.jpg,../train\cat.10102.jpg,0.0,7117.125
cat,245.92579650878906,-242.855712890625,cat.10103.jpg,../train\cat.10103.jpg,0.0,119458.390625
cat,135.86474609375,-130.5895233154297,cat.10104.jpg,../train\cat.10104.jpg,0.0,35512.8515625
cat,195.5365753173828,-191.6926727294922,cat.10105.jpg,../train\cat.10105.jpg,0.0,74980.6328125
cat,86.68180847167969,-82.44207763671875,cat.10106.jpg,../train\cat.10106.jpg,0.0,14310.431640625
cat,12.294624328613281,-8.889705657958984,cat.10107.jpg,../train\cat.10107.jpg,6.30612229102212e-10,230.18466186523438
cat,78.88614654541016,-75.5071792602539,cat.10108.jpg,../train\cat.10108.jpg,0.0,11924.357421875
cat,147.57923889160156,-145.62237548828125,cat.10109.jpg,../train\cat.10109.jpg,0.0,42985.5078125
cat,24.334457397460938,-20.664535522460938,cat.1011.jpg,../train\cat.1011.jpg,2.865402755732558e-20,1019.1888427734375
cat,108.3868637084961,-106.47552490234375,cat.10110.jpg,../train\cat.10110.jpg,0.0,23084.75
cat,201.29617309570312,-192.54177856445312,cat.10111.jpg,../train\cat.10111.jpg,0.0,77592.484375
cat,151.15599060058594,-149.27601623535156,cat.10112.jpg,../train\cat.10112.jpg,0.0,45131.4609375
cat,130.66619873046875,-125.58006286621094,cat.10113.jpg,../train\cat.10113.jpg,0.0,32844.0078125
cat,208.86886596679688,-201.08636474609375,cat.10114.jpg,../train\cat.10114.jpg,0.0,84061.9296875
cat,163.01828002929688,-158.3557586669922,cat.10115.jpg,../train\cat.10115.jpg,0.0,51651.5078125
cat,63.91818618774414,-63.120845794677734,cat.10116.jpg,../train\cat.10116.jpg,0.0,8069.775390625
cat,164.29873657226562,-155.96885681152344,cat.10117.jpg,../train\cat.10117.jpg,0.0,51320.359375
cat,83.18407440185547,-77.97230529785156,cat.10118.jpg,../train\cat.10118.jpg,0.0,12999.2705078125
cat,62.893924713134766,-59.677452087402344,cat.10119.jpg,../train\cat.10119.jpg,0.0,7517.0439453125
cat,153.3361358642578,-148.06654357910156,cat.1012.jpg,../train\cat.1012.jpg,0.0,45435.671875
cat,116.17768096923828,-118.96736907958984,cat.10120.jpg,../train\cat.10120.jpg,0.0,27650.48828125
cat,54.2318115234375,-50.417152404785156,cat.10121.jpg,../train\cat.10121.jpg,0.0,5482.978515625
cat,154.1121063232422,-151.57376098632812,cat.10122.jpg,../train\cat.10122.jpg,0.0,46725.1484375
cat,179.47952270507812,-179.46449279785156,cat.10123.jpg,../train\cat.10123.jpg,0.0,64420.40234375
cat,214.02891540527344,-209.63973999023438,cat.10124.jpg,../train\cat.10124.jpg,0.0,89757.1953125
cat,110.37438201904297,-106.90503692626953,cat.10125.jpg,../train\cat.10125.jpg,0.0,23611.19140625
cat,127.62744903564453,-126.34107208251953,cat.10126.jpg,../train\cat.10126.jpg,0.0,32250.83203125
cat,84.13339233398438,-84.74833679199219,cat.10127.jpg,../train\cat.10127.jpg,0.0,14260.708984375
cat,209.5426483154297,-202.107666015625,cat.10128.jpg,../train\cat.10128.jpg,0.0,84755.625
cat,-2.7332427501678467,5.8406982421875,cat.10129.jpg,../train\cat.10129.jpg,0.9998111128807068,41.58436965942383
cat,170.65553283691406,-164.3629608154297,cat.1013.jpg,../train\cat.1013.jpg,0.0,56138.4921875
cat,156.1071319580078,-152.36045837402344,cat.10130.jpg,../train\cat.10130.jpg,0.0,47583.1484375
cat,232.39151000976562,-227.1747589111328,cat.10131.jpg,../train\cat.10131.jpg,0.0,105614.1875
cat,170.3919219970703,-167.83311462402344,cat.10132.jpg,../train\cat.10132.jpg,0.0,57201.359375
cat,82.37642669677734,-78.58060455322266,cat.10133.jpg,../train\cat.10133.jpg,0.0,12960.787109375
cat,139.7490234375,-137.18089294433594,cat.10134.jpg,../train\cat.10134.jpg,0.0,38348.38671875
cat,114.2353744506836,-111.7107162475586,cat.10135.jpg,../train\cat.10135.jpg,0.0,25529.00390625
cat,192.56304931640625,-191.28591918945312,cat.10136.jpg,../train\cat.10136.jpg,0.0,73670.828125
cat,173.49317932128906,-171.15870666503906,cat.10137.jpg,../train\cat.10137.jpg,0.0,59395.1875
cat,116.7356185913086,-111.43470001220703,cat.10138.jpg,../train\cat.10138.jpg,0.0,26044.8984375
cat,95.50311279296875,-91.16792297363281,cat.10139.jpg,../train\cat.10139.jpg,0.0,17432.43359375
cat,161.6750030517578,-155.74285888671875,cat.1014.jpg,../train\cat.1014.jpg,0.0,50394.64453125
cat,171.48757934570312,-170.03160095214844,cat.10140.jpg,../train\cat.10140.jpg,0.0,58318.734375
cat,200.78489685058594,-194.08924865722656,cat.10141.jpg,../train\cat.10141.jpg,0.0,77985.2109375
cat,50.4499397277832,-48.46010971069336,cat.10142.jpg,../train\cat.10142.jpg,0.0,4893.5791015625
cat,205.57435607910156,-203.7357177734375,cat.10143.jpg,../train\cat.10143.jpg,0.0,83769.0625
cat,157.408203125,-152.62081909179688,cat.10144.jpg,../train\cat.10144.jpg,0.0,48070.45703125
cat,27.156679153442383,-22.535181045532227,cat.10145.jpg,../train\cat.10145.jpg,2.624818668015413e-22,1245.319580078125
cat,137.60049438476562,-135.05323791503906,cat.10146.jpg,../train\cat.10146.jpg,0.0,37173.2734375
cat,113.53919219970703,-109.96737670898438,cat.10147.jpg,../train\cat.10147.jpg,0.0,24983.97265625
cat,177.08377075195312,-169.70614624023438,cat.10148.jpg,../train\cat.10148.jpg,0.0,60158.8359375
cat,138.3642120361328,-134.6956329345703,cat.10149.jpg,../train\cat.10149.jpg,0.0,37287.5703125
cat,164.22244262695312,-161.71185302734375,cat.1015.jpg,../train\cat.1015.jpg,0.0,53119.734375
cat,162.2791290283203,-159.2324676513672,cat.10150.jpg,../train\cat.10150.jpg,0.0,51689.4921875
cat,101.78560638427734,-103.18326568603516,cat.10151.jpg,../train\cat.10151.jpg,0.0,21007.095703125
cat,114.43946838378906,-109.14411163330078,cat.10152.jpg,../train\cat.10152.jpg,0.0,25008.828125
cat,164.61880493164062,-160.0767059326172,cat.10153.jpg,../train\cat.10153.jpg,0.0,52723.90625
cat,100.82999420166016,-100.21185302734375,cat.10154.jpg,../train\cat.10154.jpg,0.0,20209.1015625
cat,155.3882598876953,-151.44065856933594,cat.10155.jpg,../train\cat.10155.jpg,0.0,47079.78515625
cat,197.5928955078125,-193.91807556152344,cat.10156.jpg,../train\cat.10156.jpg,0.0,76647.171875
cat,110.30757141113281,-107.51399993896484,cat.10157.jpg,../train\cat.10157.jpg,0.0,23727.01953125
cat,122.3312759399414,-118.49872589111328,cat.10158.jpg,../train\cat.10158.jpg,0.0,29006.890625
cat,163.1546173095703,-158.17385864257812,cat.10159.jpg,../train\cat.10159.jpg,0.0,51638.3984375
cat,191.4444580078125,-186.81504821777344,cat.1016.jpg,../train\cat.1016.jpg,0.0,71550.84375
cat,111.32389068603516,-104.86563110351562,cat.10160.jpg,../train\cat.10160.jpg,0.0,23389.80859375
cat,161.9705047607422,-155.14353942871094,cat.10161.jpg,../train\cat.10161.jpg,0.0,50303.9609375
cat,132.0436553955078,-130.05604553222656,cat.10162.jpg,../train\cat.10162.jpg,0.0,34350.1015625
cat,131.74771118164062,-130.653076171875,cat.10163.jpg,../train\cat.10163.jpg,0.0,34427.6875
cat,189.89288330078125,-187.35581970214844,cat.10164.jpg,../train\cat.10164.jpg,0.0,71161.515625
cat,112.16240692138672,-107.94725036621094,cat.10165.jpg,../train\cat.10165.jpg,0.0,24233.013671875
cat,52.099578857421875,-51.25055694580078,cat.10166.jpg,../train\cat.10166.jpg,0.0,5340.98583984375
cat,58.04930877685547,-54.68063735961914,cat.10167.jpg,../train\cat.10167.jpg,0.0,6359.6943359375
cat,143.718994140625,-139.96694946289062,cat.10168.jpg,../train\cat.10168.jpg,0.0,40245.89453125
cat,155.92262268066406,-152.7837371826172,cat.10169.jpg,../train\cat.10169.jpg,0.0,47654.734375
cat,96.25550079345703,-95.86470794677734,cat.1017.jpg,../train\cat.1017.jpg,0.0,18455.1640625
cat,171.04660034179688,-166.33238220214844,cat.10170.jpg,../train\cat.10170.jpg,0.0,56923.3984375
cat,153.56582641601562,-152.95008850097656,cat.10171.jpg,../train\cat.10171.jpg,0.0,46976.1953125
cat,123.71023559570312,-121.6572265625,cat.10172.jpg,../train\cat.10172.jpg,0.0,30104.703125
cat,182.5078887939453,-178.2638702392578,cat.10173.jpg,../train\cat.10173.jpg,0.0,65087.13671875
cat,242.60694885253906,-237.354248046875,cat.10174.jpg,../train\cat.10174.jpg,0.0,115195.171875
cat,63.148956298828125,-61.21969985961914,cat.10175.jpg,../train\cat.10175.jpg,0.0,7735.642578125
cat,104.05501556396484,-100.35771179199219,cat.10176.jpg,../train\cat.10176.jpg,0.0,20899.1171875
cat,135.22842407226562,-129.944091796875,cat.10177.jpg,../train\cat.10177.jpg,0.0,35172.1953125
cat,96.12037658691406,-93.27664947509766,cat.10178.jpg,../train\cat.10178.jpg,0.0,17939.66015625
cat,184.81146240234375,-180.40167236328125,cat.10179.jpg,../train\cat.10179.jpg,0.0,66700.0390625
cat,121.12773132324219,-115.00761413574219,cat.1018.jpg,../train\cat.1018.jpg,0.0,27898.6796875
cat,135.7928466796875,-131.23143005371094,cat.10180.jpg,../train\cat.10180.jpg,0.0,35661.3828125
cat,34.08707046508789,-31.029598236083984,cat.10181.jpg,../train\cat.10181.jpg,5.25037211233194e-29,2124.76416015625
cat,138.28256225585938,-136.39968872070312,cat.10182.jpg,../train\cat.10182.jpg,0.0,37726.94140625
cat,180.1358642578125,-175.3623504638672,cat.10183.jpg,../train\cat.10183.jpg,0.0,63200.8828125
cat,123.15135192871094,-120.06241607666016,cat.10184.jpg,../train\cat.10184.jpg,0.0,29581.23828125
cat,146.45431518554688,-142.86021423339844,cat.10185.jpg,../train\cat.10185.jpg,0.0,41857.90625
cat,88.36946105957031,-86.65379333496094,cat.10186.jpg,../train\cat.10186.jpg,0.0,15318.041015625
cat,196.75375366210938,-193.15756225585938,cat.10187.jpg,../train\cat.10187.jpg,0.0,76021.8828125
cat,101.4145736694336,-98.8570785522461,cat.10188.jpg,../train\cat.10188.jpg,0.0,20057.63671875
cat,155.24661254882812,-153.91122436523438,cat.10189.jpg,../train\cat.10189.jpg,0.0,47790.171875
cat,194.4351806640625,-187.73123168945312,cat.1019.jpg,../train\cat.1019.jpg,0.0,73048.0546875
cat,95.47248077392578,-90.82212829589844,cat.10190.jpg,../train\cat.10190.jpg,0.0,17363.65234375
cat,138.12986755371094,-133.75704956054688,cat.10191.jpg,../train\cat.10191.jpg,0.0,36970.80859375
cat,30.067873001098633,-28.814117431640625,cat.10192.jpg,../train\cat.10192.jpg,2.678411419628333e-26,1734.330322265625
cat,50.79472351074219,-46.69041061401367,cat.10193.jpg,../train\cat.10193.jpg,0.0,4760.0986328125
cat,179.27276611328125,-177.19552612304688,cat.10194.jpg,../train\cat.10194.jpg,0.0,63536.9765625
cat,188.977783203125,-183.24069213867188,cat.10195.jpg,../train\cat.10195.jpg,0.0,69289.75
cat,86.36563110351562,-86.33932495117188,cat.10196.jpg,../train\cat.10196.jpg,0.0,14913.501953125
cat,53.523193359375,-48.12050247192383,cat.10197.jpg,../train\cat.10197.jpg,0.0,5180.31494140625
cat,199.66415405273438,-196.92953491210938,cat.10198.jpg,../train\cat.10198.jpg,0.0,78647.015625
cat,96.67916107177734,-91.54206085205078,cat.10199.jpg,../train\cat.10199.jpg,0.0,17726.80859375
cat,191.32785034179688,-186.67315673828125,cat.102.jpg,../train\cat.102.jpg,0.0,71453.21875
cat,168.32537841796875,-164.2915802001953,cat.1020.jpg,../train\cat.1020.jpg,0.0,55325.15625
cat,55.34512710571289,-50.35878372192383,cat.10200.jpg,../train\cat.10200.jpg,0.0,5599.08984375
cat,181.11587524414062,-178.2371368408203,cat.10201.jpg,../train\cat.10201.jpg,0.0,64571.4375
cat,138.0795135498047,-132.76092529296875,cat.10202.jpg,../train\cat.10202.jpg,0.0,36691.4140625
cat,21.557518005371094,-20.93001365661621,cat.10203.jpg,../train\cat.10203.jpg,3.5310073358022473e-19,902.7920532226562
cat,129.81712341308594,-126.48176574707031,cat.10204.jpg,../train\cat.10204.jpg,0.0,32850.125
cat,133.35398864746094,-128.93093872070312,cat.10205.jpg,../train\cat.10205.jpg,0.0,34406.4765625
cat,136.9184112548828,-135.26510620117188,cat.10206.jpg,../train\cat.10206.jpg,0.0,37043.296875
cat,118.57786560058594,-115.19422912597656,cat.10207.jpg,../train\cat.10207.jpg,0.0,27330.419921875
cat,174.3831787109375,-171.3126678466797,cat.10208.jpg,../train\cat.10208.jpg,0.0,59757.5234375
cat,43.79457473754883,-40.995662689208984,cat.10209.jpg,../train\cat.10209.jpg,1.4999188234393148e-37,3598.609130859375
cat,157.22384643554688,-151.6597137451172,cat.1021.jpg,../train\cat.1021.jpg,0.0,47720.0078125
cat,101.50092315673828,-97.3717041015625,cat.10210.jpg,../train\cat.10210.jpg,0.0,19783.6875
cat,85.57134246826172,-82.40775299072266,cat.10211.jpg,../train\cat.10211.jpg,0.0,14113.4921875
cat,169.98257446289062,-166.13409423828125,cat.10212.jpg,../train\cat.10212.jpg,0.0,56494.61328125
cat,65.23336029052734,-60.67955780029297,cat.10213.jpg,../train\cat.10213.jpg,0.0,7937.39990234375
cat,125.27206420898438,-122.57852172851562,cat.10214.jpg,../train\cat.10214.jpg,0.0,30718.583984375
cat,156.0555877685547,-155.9774627685547,cat.10215.jpg,../train\cat.10215.jpg,0.0,48682.3125
cat,127.0709228515625,-123.30338287353516,cat.10216.jpg,../train\cat.10216.jpg,0.0,31350.744140625
cat,68.1622543334961,-68.14881896972656,cat.10217.jpg,../train\cat.10217.jpg,0.0,9290.3544921875
cat,156.6194305419922,-150.01986694335938,cat.10218.jpg,../train\cat.10218.jpg,0.0,47035.609375
cat,25.48037338256836,-24.38836669921875,cat.10219.jpg,../train\cat.10219.jpg,2.1992841241096393e-22,1244.0418701171875
cat,253.89755249023438,-249.60731506347656,cat.1022.jpg,../train\cat.1022.jpg,0.0,126767.78125
cat,59.48323440551758,-57.65162658691406,cat.10220.jpg,../train\cat.10220.jpg,0.0,6861.96484375
cat,208.5294647216797,-200.4288787841797,cat.10221.jpg,../train\cat.10221.jpg,0.0,83656.2734375
cat,75.41071319580078,-70.55866241455078,cat.10222.jpg,../train\cat.10222.jpg,0.0,10665.30078125
cat,113.95001220703125,-110.32898712158203,cat.10223.jpg,../train\cat.10223.jpg,0.0,25157.08984375
cat,162.08580017089844,-155.50765991210938,cat.10224.jpg,../train\cat.10224.jpg,0.0,50454.4375
cat,224.96112060546875,-221.0702362060547,cat.10225.jpg,../train\cat.10225.jpg,0.0,99479.5546875
cat,104.2018051147461,-100.40019989013672,cat.10226.jpg,../train\cat.10226.jpg,0.0,20938.216796875
cat,-0.9693915843963623,2.1090571880340576,cat.10227.jpg,../train\cat.10227.jpg,0.9559949636459351,5.387842178344727
